Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
1004;31.0;85.0;85.0;39.4;85.0;53.4;21.5;85.0;53.4;0.0;80.8;37.8;14.2;82.0;47.1;0.0;80.8;32.1
1005;33.9;85.0;85.0;40.0;85.0;53.4;21.6;85.0;53.4;0.0;80.2;37.8;15.2;82.6;47.1;0.0;81.2;32.1
1006;37.0;85.0;85.0;40.0;85.0;53.4;22.0;85.0;53.4;0.0;79.6;37.8;17.4;83.4;47.1;0.0;81.8;32.1
1007;39.3;85.0;85.0;40.0;85.0;53.4;22.0;85.0;53.4;0.0;79.0;37.8;20.5;84.3;47.1;0.0;82.5;32.1
1008;40.0;85.0;85.0;40.0;85.0;53.4;22.0;85.0;53.4;1.1;78.6;37.8;21.7;84.9;47.2;0.0;83.2;32.1
1009;40.0;85.0;85.0;40.0;85.0;53.4;22.0;85.0;53.4;3.3;78.3;37.8;21.8;85.0;47.2;0.0;83.7;32.1
1010;40.0;85.0;85.0;39.6;85.0;53.4;22.1;85.0;53.4;5.8;78.0;37.8;22.0;85.0;47.2;0.0;84.0;32.1
1011;40.0;85.0;85.0;37.6;85.0;53.4;23.2;85.0;53.4;9.0;77.8;37.8;22.0;85.0;47.2;0.0;84.3;32.1
1012;40.0;85.0;85.0;36.0;85.0;53.4;25.6;85.0;53.4;11.3;77.6;37.8;22.0;85.0;47.2;0.0;84.7;32.1
1013;39.4;85.0;85.0;36.0;85.0;53.4;28.5;85.0;53.4;11.2;77.6;37.8;22.0;85.0;47.2;0.0;85.0;32.1
1014;37.4;85.0;85.0;36.0;85.0;53.4;31.6;85.0;53.4;11.4;77.5;37.8;22.0;85.0;47.2;0.0;85.0;32.1
1015;36.0;85.0;85.0;36.2;85.0;53.4;34.8;85.0;53.4;13.3;77.5;37.8;22.4;85.0;47.2;0.0;85.0;32.1
1016;36.0;85.0;85.0;37.8;85.0;53.4;37.8;85.0;53.4;16.0;77.6;37.8;23.6;85.0;47.2;0.0;85.0;32.2
1017;36.0;85.0;85.0;39.6;85.0;53.4;39.7;85.0;53.4;18.9;78.0;37.8;25.5;85.0;47.2;0.0;84.9;32.2
1018;36.4;85.0;85.0;40.0;85.0;53.5;40.0;85.0;53.5;20.6;78.4;37.8;27.7;85.0;47.2;0.0;84.4;32.2
1019;38.3;85.0;85.0;40.0;85.0;53.7;40.0;85.0;53.7;20.7;78.9;37.8;30.2;85.0;47.2;0.0;83.7;32.2
1020;39.8;85.0;85.0;40.0;85.0;53.9;40.0;85.0;53.9;21.1;79.4;37.8;32.8;85.0;47.2;0.0;82.9;32.2
1021;40.0;85.0;85.0;40.0;85.0;54.1;40.0;85.0;54.1;21.8;80.1;37.8;35.5;85.0;47.3;0.0;82.1;32.2
1022;40.0;85.0;85.0;40.0;85.0;54.3;40.0;85.0;54.3;22.0;81.0;37.8;38.2;85.0;47.3;0.0;81.3;32.2
1023;40.0;85.0;85.0;40.0;85.0;54.6;40.0;85.0;54.6;22.0;82.0;37.8;39.8;85.0;47.3;0.1;80.6;32.2
1024;40.0;85.0;85.0;40.0;85.0;55.0;38.7;85.0;55.0;22.0;83.0;37.8;40.0;85.0;47.3;1.9;79.9;32.2
1025;40.0;85.0;85.0;40.0;85.0;55.3;36.7;85.0;55.3;22.3;84.1;37.8;40.0;85.0;47.3;5.4;79.2;32.2
1026;40.0;85.0;85.0;39.3;85.0;55.7;36.0;85.0;55.7;24.1;84.9;37.8;40.0;85.0;47.3;7.5;78.6;32.2
1027;40.0;85.0;85.0;36.7;85.0;56.1;36.0;85.0;56.1;27.1;85.0;37.8;40.0;85.0;47.3;8.6;78.1;32.2
1028;40.0;85.0;85.0;33.1;85.0;56.6;36.0;85.0;56.6;30.4;85.0;37.8;39.9;85.0;47.3;9.7;77.6;32.2
1029;39.2;85.0;85.0;29.7;85.0;57.0;36.5;85.0;57.0;33.6;85.0;37.8;38.3;85.0;47.3;10.6;77.3;32.2
1030;36.6;85.0;85.0;27.5;85.0;57.4;38.0;85.0;57.4;36.5;85.0;37.8;36.3;85.0;47.3;12.4;77.0;32.2
1031;33.0;85.0;85.0;27.0;85.0;57.8;39.5;85.0;57.8;38.3;85.0;37.8;36.0;85.0;47.3;13.4;76.7;32.2
1032;29.6;85.0;85.0;27.0;84.9;58.3;40.0;84.9;58.3;39.3;85.0;37.8;36.0;85.0;47.3;14.6;76.6;32.2
1033;27.5;85.0;85.0;27.0;84.9;58.7;40.0;84.9;58.7;39.8;85.0;37.8;36.0;85.0;47.3;16.7;76.4;32.2
1034;27.0;85.0;85.0;27.0;85.0;59.2;40.0;85.0;59.2;40.0;85.0;37.8;36.3;85.0;47.3;17.6;76.3;32.2
1035;27.0;85.0;85.0;27.0;85.0;59.7;40.0;85.0;59.7;40.0;85.0;37.8;37.4;85.0;47.3;18.9;76.3;32.2
1036;27.0;85.0;85.0;27.0;85.0;59.5;40.0;85.0;59.5;40.0;85.0;37.8;38.8;85.0;47.3;21.0;76.5;32.2
1037;27.0;85.0;85.0;27.0;84.8;58.5;40.0;84.8;58.5;40.0;85.0;37.8;39.7;85.0;47.3;22.0;76.9;32.2
1038;27.0;85.0;85.0;27.0;84.4;58.1;40.0;84.4;58.1;39.7;85.0;37.8;40.0;85.0;47.3;22.0;77.2;32.2
1039;27.0;85.0;85.0;27.0;84.0;58.8;40.0;84.0;58.8;37.8;85.0;37.8;40.0;85.0;47.3;22.0;77.7;32.2
1040;27.0;85.0;85.0;27.0;83.5;59.6;38.2;83.5;59.6;36.0;85.0;37.8;40.0;85.0;47.3;22.0;78.2;32.2
1041;27.0;85.0;85.0;27.0;83.0;60.6;34.6;83.0;60.6;36.0;85.0;37.8;40.0;84.8;47.3;22.2;79.0;32.2
1042;27.0;85.0;85.0;27.0;82.5;61.6;31.0;82.5;61.6;36.0;85.0;37.8;40.0;84.7;47.3;23.4;79.8;32.2
1043;27.0;85.0;85.0;27.0;81.9;62.7;28.1;81.9;62.7;36.1;85.0;37.8;40.0;84.8;47.3;25.6;80.8;32.2
1044;27.0;85.0;85.0;27.3;81.3;63.7;27.0;81.3;63.7;36.7;85.0;37.8;39.6;84.9;47.3;28.0;81.8;32.2
1045;27.0;85.0;85.0;29.2;80.6;64.7;27.0;80.6;64.7;37.9;85.0;37.8;37.4;84.9;47.3;30.6;83.0;32.2
1046;27.0;85.0;85.0;32.5;79.8;65.6;27.0;79.8;65.6;39.1;85.0;37.8;33.8;84.8;47.3;33.2;84.3;32.2
1047;27.4;85.0;85.0;35.6;78.9;66.4;27.0;78.9;66.4;39.9;85.0;37.8;30.2;84.4;47.3;35.8;85.0;32.2
1048;29.6;85.0;85.0;38.4;78.1;67.1;27.0;78.1;67.1;40.0;85.0;37.8;27.7;83.9;47.3;38.4;85.0;32.2
1049;32.9;85.0;85.0;39.9;77.6;67.8;27.0;77.6;67.8;40.0;85.0;37.8;27.0;83.4;47.3;39.8;85.0;32.2
1050;36.0;85.0;85.0;40.0;77.1;68.4;27.0;77.1;68.4;40.0;85.0;37.8;27.0;82.8;47.3;40.0;85.0;32.2
1051;38.7;85.0;85.0;40.0;76.6;69.0;27.0;76.6;69.0;40.0;85.0;37.8;27.0;82.2;47.3;40.0;85.0;32.2
1052;39.9;85.0;85.0;40.0;76.1;69.5;27.0;76.1;69.5;40.0;85.0;37.8;27.0;81.5;47.3;40.0;85.0;32.2
1053;40.0;85.0;85.0;40.0;75.6;70.1;27.0;75.6;70.1;40.0;85.0;37.8;27.0;80.9;47.3;40.0;85.0;32.2
1054;40.0;85.0;85.0;40.0;75.1;70.6;27.0;75.1;70.6;39.3;84.9;37.8;27.0;80.2;47.3;40.0;85.0;32.2
1055;40.0;85.0;85.0;40.0;74.6;71.2;27.0;74.6;71.2;36.7;84.7;37.8;27.0;79.3;47.3;38.9;85.0;32.2
1056;40.0;85.0;85.0;40.0;73.4;71.9;27.0;73.4;71.9;33.1;84.4;37.8;27.0;78.3;47.3;36.9;85.0;32.2
1057;40.0;85.0;85.0;40.0;71.8;72.7;27.0;71.8;72.7;29.5;84.1;37.8;27.0;77.4;47.3;36.0;85.0;32.2
1058;40.0;85.0;85.0;40.0;70.9;73.5;27.6;70.9;73.5;27.4;84.1;37.8;27.0;76.6;47.4;36.0;85.0;32.2
1059;40.0;85.0;85.0;38.6;70.8;74.4;28.8;70.8;74.4;27.0;84.0;37.8;27.0;76.0;47.4;36.0;85.0;32.2
1060;40.0;85.0;85.0;35.4;70.6;75.2;29.6;70.6;75.2;27.0;83.7;37.8;27.0;75.5;47.4;36.2;85.0;32.2
1061;40.0;85.0;85.0;31.8;70.4;76.1;31.1;70.4;76.1;27.0;83.3;37.8;27.0;74.8;47.4;36.9;85.0;32.2
1062;38.5;85.0;85.0;28.2;70.1;77.0;34.0;70.1;77.0;27.0;82.7;37.8;27.0;74.2;47.4;37.8;85.0;32.2
1063;35.2;85.0;85.0;24.7;69.7;77.9;36.7;69.7;77.9;27.0;82.0;37.8;27.6;73.1;47.4;38.7;85.0;32.2
1064;31.6;85.0;85.0;21.1;69.4;78.9;38.3;69.4;78.9;27.0;81.2;37.8;29.3;72.1;47.4;39.5;85.0;32.2
1065;28.0;85.0;85.0;17.5;69.4;79.9;39.2;69.4;79.9;27.0;80.4;37.8;31.3;71.6;47.4;40.0;85.0;32.2
1066;24.4;85.0;85.0;14.0;69.7;80.8;39.9;69.7;80.8;27.0;79.6;37.8;33.6;71.2;47.4;40.0;85.0;32.2
1067;20.8;85.0;85.0;10.4;70.3;81.8;40.0;70.3;81.8;27.0;78.9;37.8;35.9;70.9;47.4;39.9;85.0;32.2
1068;17.3;85.0;85.0;6.9;71.2;82.8;40.0;71.2;82.8;27.0;78.0;37.8;38.4;70.5;47.4;39.8;85.0;32.2
1069;13.7;85.0;85.0;3.4;72.1;83.5;40.0;72.1;83.5;27.0;77.1;37.8;39.8;70.1;47.4;39.8;85.0;32.2
1070;10.1;85.0;85.0;0.9;73.0;83.5;40.0;73.0;83.5;27.0;76.0;37.8;40.0;69.7;47.4;40.0;85.0;32.2
1071;6.5;85.0;85.0;0.0;73.8;83.3;40.0;73.8;83.3;27.0;74.8;37.8;40.0;69.1;47.4;38.8;85.0;32.2
1072;3.1;85.0;85.0;0.0;74.5;83.7;40.0;74.5;83.7;27.0;73.6;37.8;40.0;68.5;47.4;35.9;85.0;32.2
1073;0.7;85.0;85.0;0.0;75.4;84.5;38.6;75.4;84.5;27.8;72.0;37.8;40.0;67.9;47.4;32.3;85.0;32.2
1074;0.0;85.0;85.0;0.0;76.5;85.0;35.4;76.5;85.0;28.9;70.7;37.8;40.0;67.4;47.4;28.8;84.8;32.2
1075;0.0;85.0;85.0;0.0;77.6;85.0;31.9;77.6;85.0;29.5;70.0;37.8;40.0;67.2;47.4;27.0;84.5;32.2
1076;0.0;85.0;85.0;0.0;78.7;85.0;28.4;78.7;85.0;31.2;69.5;37.8;40.0;67.3;47.4;27.0;84.1;32.2
1077;0.0;85.0;85.0;0.0;79.7;85.0;24.9;79.7;85.0;33.9;68.9;37.8;40.0;67.7;47.4;27.0;83.9;32.2
1078;0.0;85.0;85.0;0.0;80.8;85.0;21.4;80.8;85.0;36.6;68.5;37.8;38.2;68.4;47.4;27.0;83.8;32.2
1079;0.0;85.0;85.0;0.0;81.8;85.0;17.9;81.8;85.0;38.7;68.0;37.8;34.6;69.2;47.4;27.0;83.6;32.2
1080;0.0;85.0;85.0;0.0;82.8;85.0;14.4;82.8;85.0;39.7;67.6;37.8;31.0;69.8;47.4;27.0;83.2;32.2
1081;0.0;85.0;85.0;0.0;83.4;85.0;10.9;83.4;85.0;40.0;67.2;37.8;27.4;70.4;47.4;27.0;82.7;32.2
1082;0.0;85.0;85.0;0.0;83.3;85.0;7.5;83.3;85.0;40.0;66.7;37.8;23.8;71.0;47.4;27.0;82.0;32.2
1083;0.0;85.0;85.0;0.0;83.2;85.0;4.1;83.2;85.0;40.0;66.2;37.8;20.2;71.8;47.4;27.0;81.2;32.2
1084;0.0;85.0;85.0;0.0;83.4;85.0;1.2;83.4;85.0;40.0;65.8;37.8;16.6;72.7;47.4;27.0;80.4;32.2
1085;0.0;85.0;85.0;0.0;83.8;85.0;0.0;83.8;85.0;40.0;65.3;37.8;13.0;73.7;47.5;27.0;79.5;32.2
1086;0.0;85.0;85.0;0.0;84.2;85.0;0.0;84.2;85.0;40.0;64.8;37.8;9.4;74.7;47.6;27.0;78.7;32.2
1087;0.0;85.0;85.0;0.0;84.7;85.0;0.0;84.7;85.0;39.7;64.2;37.8;5.9;75.7;47.4;27.0;77.8;32.2
1088;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;37.8;63.5;37.8;2.5;76.7;46.5;27.0;76.9;32.2
1089;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;34.3;62.8;37.8;0.4;77.7;45.9;27.2;75.8;32.2
1090;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;30.9;62.3;37.8;0.0;78.6;46.0;28.0;74.5;32.2
1091;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;27.4;62.0;37.8;0.0;79.7;46.2;29.7;72.9;32.2
1092;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;24.0;62.1;37.8;0.0;80.7;46.5;31.8;71.6;32.2
1093;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;20.5;62.4;37.8;0.0;81.7;46.9;34.0;70.8;32.2
1094;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;17.0;63.0;37.8;0.0;82.5;47.3;36.3;70.2;32.2
1095;0.0;85.0;85.0;0.8;85.0;85.0;0.0;85.0;85.0;13.6;63.7;37.8;0.0;83.0;47.7;38.5;69.5;32.2
1096;0.0;85.0;85.0;3.5;85.0;85.0;0.0;85.0;85.0;10.1;64.4;37.8;0.0;83.5;48.1;39.8;68.8;32.2
1097;0.0;85.0;85.0;7.1;85.0;85.0;0.0;85.0;85.0;6.7;64.9;37.8;0.0;84.1;48.6;40.0;68.1;32.2
1098;1.0;85.0;85.0;10.7;85.0;85.0;0.0;85.0;85.0;3.4;65.4;37.8;0.0;84.7;49.1;40.0;67.4;32.2
1099;3.8;85.0;85.0;14.3;85.0;85.0;0.0;85.0;85.0;0.9;66.0;37.8;0.0;85.0;49.6;40.0;66.8;32.2
1100;7.4;85.0;85.0;16.8;85.0;85.0;0.0;85.0;85.0;0.0;66.7;37.8;0.0;85.0;50.0;40.0;66.1;32.2
1101;11.0;85.0;85.0;17.9;85.0;85.0;0.0;85.0;85.0;0.0;67.5;37.8;0.0;85.0;50.5;40.0;65.4;32.2
1102;14.6;85.0;85.0;19.2;85.0;85.0;0.0;85.0;85.0;0.0;68.4;37.8;0.0;85.0;51.0;40.0;64.7;32.2
1103;16.9;85.0;85.0;20.0;85.0;85.0;0.0;85.0;85.0;0.0;69.3;37.8;0.0;85.0;51.6;40.0;64.0;32.2
1104;17.5;85.0;85.0;20.0;85.0;85.0;0.0;85.0;85.0;0.0;70.2;37.8;0.0;85.0;52.2;38.8;63.3;32.2
1105;18.8;85.0;85.0;21.5;85.0;85.0;0.0;85.0;85.0;0.0;71.1;37.8;0.0;85.0;52.8;35.8;62.6;32.2
1106;19.9;85.0;85.0;24.9;85.0;85.0;0.0;85.0;85.0;0.0;72.0;37.8;0.0;85.0;53.4;32.3;61.8;32.2
1107;20.0;85.0;85.0;28.3;85.0;84.8;0.0;85.0;84.8;0.0;72.8;37.8;0.0;85.0;54.2;28.8;61.0;32.2
1108;21.6;85.0;85.0;29.9;85.0;84.5;0.0;85.0;84.5;0.0;73.7;37.8;0.0;85.0;55.0;25.2;60.0;32.2
1109;25.0;85.0;85.0;30.0;85.0;84.2;0.5;85.0;84.2;0.0;74.6;37.8;0.0;85.0;55.8;21.7;59.1;32.2
1110;28.4;85.0;85.0;30.0;85.0;83.7;2.8;85.0;83.7;0.0;75.5;37.8;0.0;85.0;56.3;18.2;58.2;32.2
1111;30.0;85.0;85.0;30.0;85.0;83.3;6.4;85.0;83.3;0.0;76.3;37.8;0.0;85.0;56.3;14.7;57.2;32.2
1112;30.0;85.0;85.0;30.0;85.0;82.9;10.0;85.0;82.9;0.0;76.8;37.8;0.0;85.0;56.6;11.2;56.5;32.2
1113;30.0;85.0;85.0;30.0;85.0;82.4;13.6;85.0;82.4;0.0;77.1;37.8;0.0;85.0;57.5;7.7;56.3;32.2
1114;30.0;85.0;85.0;30.0;85.0;81.9;17.1;85.0;81.9;0.0;77.4;37.8;1.4;85.0;58.5;4.3;56.7;32.2
1115;30.0;85.0;85.0;30.0;85.0;81.4;19.3;85.0;81.4;0.0;77.9;37.8;4.5;85.0;59.4;1.3;57.3;32.2
1116;30.0;85.0;85.0;30.0;85.0;81.0;19.9;85.0;81.0;0.0;78.8;37.8;7.7;85.0;60.3;0.0;57.9;32.2
1117;30.0;85.0;85.0;30.0;85.0;80.5;20.0;85.0;80.5;0.0;80.0;37.8;10.0;85.0;61.1;0.0;58.5;32.2
1118;30.0;85.0;85.0;30.0;85.0;80.0;20.0;85.0;80.0;0.0;81.4;37.8;12.8;85.0;61.9;0.0;59.0;32.2
1119;30.0;85.0;85.0;30.0;85.0;79.6;20.9;85.0;79.6;0.0;82.5;37.8;16.3;85.0;62.5;0.0;59.4;32.2
1120;30.0;85.0;85.0;30.0;85.0;79.1;23.4;85.0;79.1;0.0;83.2;37.8;18.6;85.0;63.1;0.0;60.0;32.2
1121;30.0;85.0;85.0;30.0;85.0;78.7;26.9;85.0;78.7;0.0;83.4;37.8;19.5;85.0;63.7;0.0;60.6;32.2
1122;30.0;85.0;85.0;30.0;85.0;78.3;29.3;85.0;78.3;0.0;83.6;37.8;20.0;85.0;64.3;0.0;61.4;32.2
1123;30.0;85.0;85.0;30.0;85.0;77.8;30.0;85.0;77.8;0.0;84.3;37.8;20.0;85.0;64.8;0.0;62.3;32.2
1124;30.0;85.0;85.0;30.0;85.0;77.4;30.0;85.0;77.4;0.8;84.9;37.8;20.5;85.0;65.3;0.0;63.2;32.2
1125;30.0;85.0;85.0;30.0;85.0;77.0;30.0;85.0;77.0;3.4;85.0;37.8;22.4;85.0;65.9;0.0;64.1;32.2
1126;30.0;85.0;85.0;30.0;85.0;76.5;30.0;85.0;76.5;6.9;85.0;37.8;25.2;85.0;66.4;0.0;64.9;32.2
1127;30.0;85.0;85.0;30.0;85.0;76.1;30.0;85.0;76.1;9.8;85.0;37.8;28.1;85.0;67.1;0.0;65.8;32.2
1128;30.0;85.0;85.0;30.0;85.0;75.7;30.0;85.0;75.7;11.5;85.0;37.8;29.6;85.0;67.7;0.0;66.6;32.2
1129;30.0;85.0;85.0;30.0;85.0;75.3;30.0;85.0;75.3;13.2;85.0;37.8;29.8;85.0;68.5;0.0;67.5;32.2
1130;30.0;85.0;85.0;30.0;85.0;74.9;30.0;85.0;74.9;16.1;85.0;37.8;30.0;85.0;69.4;0.0;68.4;32.2
1131;30.0;85.0;85.0;30.0;85.0;74.2;30.0;85.0;74.2;19.0;85.0;37.8;30.0;85.0;70.2;0.0;69.2;32.2
1132;30.0;85.0;85.0;30.0;85.0;72.9;30.0;85.0;72.9;20.0;85.0;37.8;30.0;85.0;71.1;0.0;70.1;32.2
1133;30.0;85.0;85.0;30.0;85.0;71.6;30.0;85.0;71.6;20.0;85.0;37.8;30.0;84.9;72.0;0.0;71.0;32.2
1134;30.0;85.0;85.0;30.0;85.0;71.1;30.0;85.0;71.1;20.2;85.0;37.8;30.0;84.9;72.6;0.0;71.6;32.2
1135;30.0;85.0;85.0;30.0;85.0;71.1;30.0;85.0;71.1;21.0;85.0;37.8;30.0;84.9;72.7;0.0;71.9;32.2
1136;30.0;85.0;85.0;30.0;85.0;71.0;30.0;85.0;71.0;22.4;85.0;37.8;30.0;85.0;73.2;0.0;72.2;32.2
1137;30.0;85.0;85.0;29.9;85.0;71.0;30.0;85.0;71.0;23.8;85.0;37.8;29.7;85.0;74.0;0.0;72.6;32.2
1138;30.0;85.0;85.0;28.4;85.0;70.9;30.0;85.0;70.9;25.1;85.0;37.8;28.9;85.0;75.0;0.0;72.9;32.2
1139;30.0;85.0;85.0;27.0;85.0;70.9;30.0;85.0;70.9;26.5;85.0;37.8;28.8;85.0;76.0;0.0;73.4;32.2
1140;29.8;85.0;85.0;27.0;85.0;70.9;30.0;85.0;70.9;27.8;85.0;37.8;29.4;85.0;76.9;0.4;74.6;32.2
1141;28.3;85.0;85.0;27.0;85.0;70.8;30.0;85.0;70.8;29.0;85.0;37.8;29.9;85.0;77.9;2.6;75.8;32.2
1142;27.0;85.0;85.0;27.0;85.0;70.8;30.0;85.0;70.8;29.8;85.0;37.8;30.0;85.0;79.0;6.2;76.9;32.2
1143;27.0;85.0;85.0;27.0;85.0;70.8;30.0;85.0;70.8;30.0;85.0;37.8;30.0;85.0;80.0;8.8;77.8;32.2
1144;27.0;85.0;85.0;27.0;84.9;70.7;30.0;84.9;70.7;30.0;85.0;37.8;30.0;85.0;80.9;11.1;78.8;32.2
1145;27.0;85.0;85.0;27.0;84.5;70.8;30.0;84.5;70.8;30.0;85.0;37.8;30.0;85.0;81.9;14.4;79.8;32.2
1146;27.0;85.0;85.0;27.0;84.2;71.0;30.0;84.2;71.0;30.0;85.0;37.8;30.0;85.0;83.0;17.3;80.8;32.2
1147;27.0;85.0;85.0;27.0;83.9;71.2;30.0;83.9;71.2;30.0;85.0;37.8;30.0;85.0;84.2;19.2;81.9;32.2
1148;27.0;85.0;85.0;27.0;83.6;71.6;30.0;83.6;71.6;29.3;85.0;37.8;30.0;85.0;84.9;20.0;83.0;32.2
1149;27.0;85.0;85.0;27.0;83.2;72.1;30.0;83.2;72.1;27.8;85.0;37.8;29.4;85.0;85.0;20.0;83.9;32.2
1150;27.0;85.0;85.0;27.0;82.6;72.7;30.0;82.6;72.7;27.5;84.9;37.8;28.9;85.0;85.0;20.1;84.7;32.2
1151;27.0;85.0;85.0;27.0;82.0;73.4;30.0;82.0;73.4;28.3;84.7;37.8;29.1;85.0;85.0;20.9;85.0;32.2
1152;27.0;85.0;85.0;27.0;81.4;74.2;28.5;81.4;74.2;29.1;84.5;37.8;29.7;85.0;85.0;22.3;85.0;32.2
1153;27.0;85.0;85.0;27.0;80.8;75.1;27.0;80.8;75.1;29.7;84.3;37.9;30.0;85.0;85.0;23.8;85.0;32.2
1154;27.0;85.0;85.0;27.0;80.3;76.0;27.0;80.3;76.0;30.0;84.4;38.0;29.8;84.9;85.0;25.3;85.0;32.2
1155;27.0;85.0;85.0;27.0;79.9;76.9;27.0;79.9;76.9;30.0;84.5;38.1;29.7;84.6;85.0;26.7;85.0;32.2
1156;27.0;85.0;85.0;27.0;79.3;77.9;27.0;79.3;77.9;30.0;84.7;38.3;29.9;84.2;85.0;28.1;85.0;32.2
1157;27.0;85.0;85.0;25.7;78.7;78.8;27.0;78.7;78.8;30.0;84.8;38.4;29.0;83.8;85.0;29.4;85.0;32.2
1158;27.0;85.0;85.0;22.6;78.1;79.7;27.0;78.1;79.7;30.0;84.9;38.6;27.5;83.4;85.0;30.0;85.0;32.2
1159;27.0;85.0;85.0;19.0;77.6;80.6;27.0;77.6;80.6;30.0;85.0;38.8;27.0;83.0;85.0;30.0;85.0;32.2
1160;25.6;85.0;85.0;15.4;77.3;81.5;27.0;77.3;81.5;30.0;85.0;38.0;27.0;82.5;85.0;30.0;85.0;32.2
1161;22.5;85.0;85.0;11.8;77.2;82.4;27.0;77.2;82.4;30.0;85.0;36.4;27.0;81.8;85.0;30.0;85.0;32.2
1162;18.9;85.0;85.0;8.2;77.1;83.3;27.0;77.1;83.3;30.0;85.0;35.7;27.0;81.1;85.0;30.0;85.0;32.2
1163;15.3;85.0;85.0;4.7;77.1;83.6;27.0;77.1;83.6;30.0;85.0;35.8;27.0;80.4;85.0;30.0;85.0;32.2
1164;11.7;85.0;85.0;1.5;77.2;83.2;27.0;77.2;83.2;30.0;85.0;36.0;27.0;79.8;85.0;30.0;85.0;32.2
1165;8.1;85.0;85.0;0.0;77.2;83.3;27.0;77.2;83.3;30.0;85.0;36.2;27.0;79.2;85.0;30.0;85.0;32.2
1166;4.6;85.0;85.0;0.0;77.4;84.1;27.0;77.4;84.1;30.0;85.0;36.4;27.0;78.6;85.0;30.0;85.0;32.2
1167;1.5;85.0;85.0;0.0;77.8;84.7;27.0;77.8;84.7;30.0;85.0;36.7;27.0;78.0;85.0;30.0;85.0;32.2
1168;0.0;85.0;85.0;0.0;78.4;85.0;27.0;78.4;85.0;29.1;85.0;37.0;27.0;77.3;85.0;29.9;85.0;32.2
1169;0.0;85.0;85.0;0.0;79.1;85.0;27.0;79.1;85.0;27.6;85.0;37.3;27.0;76.6;85.0;29.9;85.0;32.2
1170;0.0;85.0;85.0;0.0;79.9;85.0;27.0;79.9;85.0;27.0;85.0;37.7;27.0;76.0;85.0;29.8;85.0;32.2
1171;0.0;85.0;85.0;0.0;80.8;85.0;26.0;80.8;85.0;27.0;85.0;38.0;27.0;75.7;85.0;29.8;85.0;32.2
1172;0.0;85.0;85.0;0.0;81.8;85.0;23.2;81.8;85.0;27.0;84.9;38.4;27.0;75.5;85.0;29.9;85.0;32.2
1173;0.0;85.0;85.0;0.0;83.0;85.0;19.6;83.0;85.0;27.0;84.5;38.8;27.0;75.4;85.0;30.0;84.9;32.2
1174;0.0;85.0;85.0;0.0;84.3;85.0;16.0;84.3;85.0;27.0;83.9;39.1;27.0;75.3;85.0;30.0;84.7;32.2
1175;0.0;85.0;85.0;0.0;85.0;85.0;12.4;85.0;85.0;27.0;83.3;39.6;27.0;75.2;85.0;30.0;84.4;32.2
1176;0.0;85.0;85.0;0.0;85.0;85.0;8.8;85.0;85.0;27.0;82.7;40.0;26.6;75.2;85.0;30.0;84.2;32.2
1177;0.0;85.0;85.0;0.0;85.0;85.0;5.3;85.0;85.0;27.0;82.2;40.5;24.5;75.3;85.0;30.0;84.2;32.2
1178;0.0;85.0;85.0;0.0;85.0;85.0;1.9;85.0;85.0;27.0;81.5;41.0;20.9;75.7;84.9;30.0;84.2;32.2
1179;0.0;85.0;85.0;0.2;85.0;85.0;0.1;85.0;85.0;27.0;80.6;41.6;17.3;76.2;84.8;29.6;84.4;32.2
1180;0.0;85.0;85.0;2.1;85.0;85.0;0.0;85.0;85.0;27.0;79.7;42.2;13.7;76.8;84.5;29.3;84.4;32.2
1181;0.0;85.0;85.0;5.7;85.0;85.0;0.0;85.0;85.0;27.0;78.8;42.9;10.1;77.5;84.1;29.6;84.5;32.2
1182;0.2;85.0;85.0;9.3;85.0;85.0;0.0;85.0;85.0;27.0;78.0;43.6;6.5;78.3;83.7;29.9;84.6;32.2
1183;2.3;85.0;85.0;12.9;85.0;85.0;0.0;85.0;85.0;27.0;77.3;44.4;3.1;79.3;83.2;29.9;84.8;32.2
1184;5.9;85.0;85.0;15.9;85.0;85.0;0.0;85.0;85.0;27.0;76.6;45.2;0.7;80.4;82.7;28.6;85.0;32.2
1185;9.5;85.0;85.0;17.2;85.0;85.0;0.0;85.0;85.0;27.0;75.8;46.0;0.0;81.7;82.1;27.1;85.0;32.2
1186;13.1;85.0;85.0;18.0;85.0;85.0;0.0;85.0;85.0;27.0;74.9;46.9;0.0;83.1;81.6;27.0;85.0;32.2
