Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
1187;15.9;85.0;85.0;20.6;85.0;85.0;0.0;85.0;85.0;26.7;74.0;47.9;0.0;84.4;81.0;27.0;85.0;32.2
1188;16.9;85.0;85.0;24.2;85.0;85.0;0.0;85.0;85.0;24.6;72.8;48.9;0.0;85.0;80.5;27.0;85.0;32.2
1189;17.5;85.0;85.0;27.0;85.0;85.0;0.0;85.0;85.0;21.0;71.3;49.9;0.0;85.0;79.9;27.0;85.0;32.2
1190;20.0;85.0;85.0;28.0;84.9;85.0;0.0;84.9;85.0;17.4;70.6;50.9;0.0;85.0;79.3;27.0;85.0;32.2
1191;23.6;85.0;85.0;28.0;84.4;85.0;0.0;84.4;85.0;13.8;70.6;51.8;0.0;85.0;78.8;27.0;85.0;32.2
1192;26.7;85.0;85.0;28.0;83.8;85.0;0.0;83.8;85.0;10.2;70.6;52.7;0.0;85.0;78.3;27.0;85.0;32.2
1193;28.0;85.0;85.0;28.0;83.2;85.0;0.0;83.2;85.0;6.7;70.6;53.5;0.0;85.0;77.7;27.0;85.0;32.2
1194;28.0;85.0;85.0;28.0;82.7;85.0;1.7;82.7;85.0;3.2;70.6;54.2;0.0;85.0;77.2;27.0;85.0;32.2
1195;28.0;85.0;85.0;28.0;82.5;85.0;5.1;82.5;85.0;0.8;70.7;54.8;0.0;85.0;76.7;27.0;84.9;32.2
1196;28.0;85.0;85.0;28.0;82.3;85.0;8.5;82.3;85.0;0.0;70.9;55.3;0.0;85.0;76.1;27.0;84.5;32.2
1197;28.0;85.0;85.0;28.0;82.3;85.0;10.3;82.3;85.0;0.0;71.3;55.8;0.0;85.0;75.6;27.0;83.8;32.2
1198;28.0;85.0;85.0;28.0;82.6;85.0;10.7;82.6;85.0;0.0;71.9;56.3;0.0;85.0;75.1;27.0;83.2;32.2
1199;28.0;85.0;85.0;26.3;83.1;85.0;12.8;83.1;85.0;0.0;72.6;56.7;1.0;85.0;74.5;27.0;82.6;32.2
1200;28.0;85.0;85.0;22.8;83.8;85.0;16.4;83.8;85.0;0.0;73.3;57.2;3.9;85.0;73.8;27.0;82.0;32.2
1201;28.0;85.0;85.0;19.3;84.4;85.0;19.6;84.4;85.0;0.0;74.2;57.6;7.2;84.8;72.7;27.0;81.2;32.2
1202;26.2;85.0;85.0;15.8;84.9;85.0;21.3;84.9;85.0;0.0;75.1;58.0;9.1;84.4;72.0;27.0;80.3;32.2
1203;22.8;85.0;85.0;12.3;85.0;85.0;22.2;85.0;85.0;0.0;76.2;58.4;11.3;83.7;71.7;26.4;79.4;32.2
1204;19.4;85.0;85.0;8.8;85.0;85.0;24.7;85.0;85.0;0.0;77.5;58.8;14.8;83.0;71.4;23.9;78.4;32.2
1205;16.0;85.0;85.0;5.4;85.0;85.0;27.2;85.0;85.0;0.0;78.8;59.3;17.0;82.4;71.1;20.3;77.5;32.2
1206;12.6;85.0;85.0;2.1;85.0;85.0;28.0;85.0;85.0;0.0;80.3;59.5;19.0;82.1;70.8;16.8;76.7;32.2
1207;9.2;85.0;85.0;0.2;85.0;85.0;28.0;85.0;85.0;0.0;81.9;59.1;21.6;81.8;70.6;13.2;75.9;32.2
1208;5.9;85.0;85.0;0.0;85.0;85.0;28.0;85.0;85.0;0.0;83.1;58.9;23.5;81.7;70.3;9.6;75.1;32.2
1209;2.6;85.0;85.0;0.0;85.0;85.0;28.0;85.0;85.0;0.0;83.8;59.3;26.1;81.9;70.0;6.0;74.0;32.2
1210;0.5;85.0;85.0;0.0;85.0;85.0;28.0;85.0;85.0;0.9;84.6;60.1;27.9;82.3;69.7;2.6;72.7;32.2
1211;0.0;85.0;85.0;0.0;85.0;85.0;28.0;85.0;85.0;3.4;85.0;60.8;28.0;82.8;69.4;0.5;71.7;32.2
1212;0.0;85.0;85.0;0.0;85.0;85.0;28.0;85.0;85.0;6.8;85.0;61.6;28.0;83.4;69.2;0.0;71.0;32.2
1213;0.0;85.0;85.0;0.0;85.0;85.0;28.0;85.0;85.0;10.1;85.0;62.4;28.0;84.0;68.9;0.0;70.6;32.2
1214;0.0;85.0;85.0;0.0;85.0;85.0;26.5;85.0;85.0;11.8;85.0;63.2;28.0;84.4;68.6;0.0;70.3;32.2
1215;0.0;85.0;85.0;0.0;85.0;85.0;23.2;85.0;85.0;12.4;85.0;64.0;28.0;84.6;68.3;0.0;70.1;32.2
1216;0.0;85.0;85.0;0.0;85.0;85.0;19.6;85.0;85.0;14.6;85.0;64.9;28.0;84.9;68.0;0.0;70.0;32.2
1217;0.0;85.0;85.0;0.0;85.0;85.0;16.0;85.0;85.0;18.1;85.0;65.8;28.0;85.0;67.8;0.0;69.8;32.2
1218;0.0;85.0;85.0;0.0;85.0;85.0;12.4;85.0;85.0;21.2;85.0;66.7;28.0;85.0;67.6;0.0;69.7;32.2
1219;0.0;85.0;85.0;0.0;85.0;85.0;8.8;85.0;85.0;22.7;85.0;67.6;26.3;85.0;67.5;0.0;69.7;32.2
1220;0.0;85.0;85.0;0.0;85.0;85.0;5.3;85.0;85.0;23.7;84.9;68.5;22.8;85.0;67.5;0.0;69.9;32.2
1221;0.0;85.0;85.0;0.0;85.0;85.0;1.8;85.0;85.0;26.0;84.5;69.4;19.3;85.0;67.6;0.0;70.2;32.2
1222;0.0;85.0;85.0;0.0;85.0;85.0;0.1;85.0;85.0;27.8;83.7;70.3;15.8;85.0;67.8;0.0;70.7;32.2
1223;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;28.0;82.8;71.3;12.2;85.0;68.1;0.0;71.3;32.2
1224;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;28.0;81.9;72.1;8.7;85.0;68.5;0.0;71.9;32.2
1225;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;28.0;81.3;73.0;5.3;85.0;69.1;0.0;72.7;32.2
1226;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;28.0;80.8;74.0;1.9;85.0;69.7;1.3;73.6;32.2
1227;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;28.0;80.4;75.1;0.1;85.0;70.5;4.4;74.7;32.2
1228;0.0;85.0;85.0;0.0;85.0;85.0;0.0;85.0;85.0;28.0;80.2;76.2;0.0;85.0;71.3;7.4;75.9;32.2
1229;0.0;85.0;85.0;0.0;84.7;85.0;0.0;84.7;85.0;28.0;80.3;77.4;0.0;85.0;72.1;9.3;77.3;32.2
1230;0.0;85.0;85.0;0.0;84.2;85.0;0.0;84.2;85.0;27.1;80.6;78.6;0.0;85.0;73.0;11.4;78.8;32.2
1231;0.0;85.0;85.0;0.0;83.3;85.0;0.0;83.3;85.0;24.4;81.0;79.7;0.0;85.0;73.8;14.9;80.4;32.2
1232;0.0;85.0;85.0;0.0;82.3;85.0;0.0;82.3;85.0;20.8;81.5;80.8;0.0;85.0;74.7;16.9;82.0;32.2
1233;0.0;85.0;85.0;0.0;81.4;85.0;0.0;81.4;85.0;17.2;81.8;81.8;0.0;85.0;75.5;18.6;83.7;32.2
1234;0.0;85.0;85.0;0.0;80.6;85.0;0.0;80.6;85.0;13.6;82.0;82.8;0.0;85.0;76.4;21.5;84.7;32.2
1235;0.0;85.0;85.0;0.0;79.8;85.0;0.0;79.8;85.0;10.0;82.0;83.6;0.0;85.0;77.3;23.4;85.0;32.2
1236;0.0;85.0;85.0;0.0;79.0;85.0;0.0;79.0;85.0;6.4;82.3;84.1;0.0;85.0;78.2;25.1;85.0;32.2
1237;0.0;85.0;85.0;1.6;78.2;85.0;0.0;78.2;85.0;3.0;82.9;84.5;0.0;85.0;79.1;27.2;85.0;32.2
1238;0.0;85.0;85.0;5.0;77.5;85.0;0.0;77.5;85.0;0.6;83.8;84.8;0.0;85.0;80.1;28.0;85.0;32.2
1239;0.0;85.0;85.0;8.4;76.9;85.0;0.0;76.9;85.0;0.0;84.7;85.0;0.0;85.0;81.0;28.0;85.0;32.2
1240;1.2;85.0;85.0;10.0;76.4;85.0;0.0;76.4;85.0;0.0;85.0;85.0;0.0;84.7;82.0;28.0;85.0;32.2
1241;4.3;85.0;85.0;10.0;76.1;85.0;0.0;76.1;85.0;0.0;85.0;85.0;0.0;84.2;83.0;28.0;85.0;32.2
1242;7.8;85.0;85.0;10.0;76.0;85.0;0.0;76.0;85.0;0.0;85.0;85.0;0.0;83.3;84.0;28.0;85.0;32.2
1243;9.7;85.0;85.0;10.0;76.0;85.0;0.0;76.0;85.0;0.0;85.0;85.0;0.0;82.2;84.6;28.0;85.0;32.2
1244;10.0;85.0;85.0;10.0;76.1;85.0;0.0;76.1;85.0;0.0;85.0;85.0;0.0;81.2;84.9;28.0;84.7;32.2
1245;10.0;85.0;85.0;9.2;76.3;85.0;0.0;76.3;85.0;0.0;85.0;85.0;0.0;80.2;85.0;27.8;84.2;32.2
1246;10.0;85.0;85.0;6.9;76.7;85.0;0.0;76.7;85.0;0.0;85.0;85.0;0.0;79.4;85.0;25.9;83.3;32.2
1247;10.0;85.0;85.0;4.0;77.2;85.0;0.0;77.2;85.0;0.0;85.0;85.0;0.0;78.5;85.0;22.6;82.3;32.2
1248;9.5;85.0;85.0;1.3;77.9;85.0;0.0;77.9;85.0;0.0;85.0;85.0;0.0;77.6;85.0;19.2;81.4;32.2
1249;7.5;85.0;85.0;0.0;78.6;85.0;0.0;78.6;85.0;0.0;85.0;85.0;0.0;76.8;85.0;15.8;80.8;32.2
1250;4.5;85.0;85.0;0.0;79.2;85.0;0.0;79.2;85.0;0.0;85.0;85.0;0.0;76.1;85.0;12.4;80.2;32.2
1251;1.6;85.0;85.0;0.0;79.9;85.0;0.0;79.9;85.0;0.0;85.0;85.0;0.0;75.4;85.0;9.0;79.9;32.2
1252;0.1;85.0;85.0;0.0;80.7;85.0;1.7;80.7;85.0;0.0;85.0;85.0;0.0;74.9;85.0;5.7;79.7;32.2
1253;0.0;85.0;85.0;0.0;81.5;85.0;5.2;81.5;85.0;0.0;85.0;85.0;0.0;74.6;85.0;2.5;79.7;32.3
1254;0.0;85.0;85.0;0.0;82.2;85.0;8.4;82.2;85.0;0.0;85.0;85.0;0.0;74.5;85.0;0.4;80.0;32.4
1255;0.0;85.0;85.0;0.0;82.8;85.0;10.0;82.8;85.0;0.0;85.0;85.0;0.0;74.5;85.0;0.0;80.4;32.5
1256;0.0;85.0;85.0;0.0;83.3;85.0;10.0;83.3;85.0;0.0;85.0;85.0;0.0;74.6;85.0;0.0;80.8;32.6
1257;0.0;85.0;85.0;0.0;83.8;85.0;10.0;83.8;85.0;0.0;85.0;85.0;1.7;74.8;85.0;0.0;81.0;32.8
1258;0.0;85.0;85.0;0.0;84.3;85.0;10.0;84.3;85.0;0.0;85.0;84.9;5.2;75.1;85.0;0.0;81.1;33.0
1259;0.0;85.0;85.0;0.0;84.6;85.0;10.0;84.6;85.0;0.0;84.9;84.8;7.9;75.7;85.0;0.0;81.1;33.2
1260;0.0;85.0;85.0;0.0;84.8;85.0;9.4;84.8;85.0;0.0;84.5;84.5;9.4;76.3;85.0;0.0;81.4;33.4
1261;0.0;85.0;85.0;0.0;84.7;85.0;7.0;84.7;85.0;0.0;83.7;84.2;10.0;76.8;85.0;0.0;82.0;33.6
1262;0.0;85.0;85.0;0.0;84.4;85.0;3.6;84.4;85.0;0.0;82.6;83.7;10.0;77.4;85.0;0.0;82.9;33.9
1263;0.0;85.0;85.0;0.0;83.9;85.0;1.0;83.9;85.0;0.0;81.4;83.1;9.9;78.1;85.0;0.0;83.9;34.2
1264;0.0;85.0;85.0;0.0;83.2;85.0;0.0;83.2;85.0;0.0;80.2;82.5;9.9;78.8;85.0;0.0;84.7;34.4
1265;0.0;85.0;85.0;0.0;82.3;85.0;0.0;82.3;85.0;0.0;79.1;82.0;9.7;79.5;85.0;0.0;85.0;34.8
1266;0.0;85.0;85.0;0.0;81.3;85.0;0.0;81.3;85.0;0.0;78.0;81.4;7.5;80.1;85.0;0.0;85.0;34.7
1267;0.0;85.0;85.0;0.0;80.3;85.0;0.0;80.3;85.0;0.0;76.9;80.8;4.0;80.6;85.0;0.0;85.0;34.0
1268;0.0;85.0;85.0;0.2;79.2;85.0;0.0;79.2;85.0;1.0;75.9;80.2;1.2;81.0;85.0;0.0;85.0;33.5
1269;0.0;85.0;85.0;2.3;78.2;85.0;0.0;78.2;85.0;3.5;74.9;79.6;0.0;81.4;85.0;0.0;85.0;33.6
1270;0.0;85.0;85.0;5.9;77.3;85.0;0.0;77.3;85.0;6.9;74.0;79.0;0.0;81.8;85.0;0.0;85.0;33.9
1271;0.0;85.0;85.0;9.5;76.4;85.0;0.0;76.4;85.0;9.3;72.8;78.4;0.0;82.1;85.0;0.0;85.0;34.1
1272;1.7;85.0;85.0;13.1;75.7;85.0;0.0;75.7;85.0;10.0;71.2;77.8;0.0;82.1;85.0;0.0;85.0;34.4
1273;5.2;85.0;85.0;15.7;75.0;85.0;0.0;75.0;85.0;10.0;70.4;77.3;0.0;82.0;85.0;0.0;85.0;34.8
1274;8.8;85.0;85.0;15.9;74.1;85.0;0.0;74.1;85.0;10.0;70.4;76.8;0.0;81.6;85.0;0.0;85.0;35.1
1275;12.4;85.0;85.0;15.5;72.6;85.0;0.0;72.6;85.0;10.0;70.5;76.2;0.0;80.9;85.0;0.0;85.0;35.4
1276;15.5;85.0;85.0;17.5;71.4;85.0;0.0;71.4;85.0;10.0;70.6;75.7;0.0;80.2;85.0;0.0;85.0;35.7
1277;15.9;85.0;85.0;21.1;71.2;85.0;0.0;71.2;85.0;8.5;70.8;75.2;0.0;79.2;85.0;0.0;85.0;36.1
1278;14.8;85.0;85.0;24.7;71.5;85.0;0.0;71.5;85.0;5.2;71.2;74.7;0.0;78.2;85.0;0.0;85.0;36.5
1279;16.3;85.0;85.0;28.2;71.9;85.0;0.0;71.9;85.0;1.8;71.7;74.2;0.0;77.1;85.0;0.0;85.0;36.9
1280;19.9;85.0;85.0;31.4;72.5;85.0;0.0;72.5;85.0;0.1;72.4;73.7;0.0;75.9;85.0;0.0;85.0;37.3
1281;23.5;85.0;85.0;32.0;73.2;85.0;0.0;73.2;85.0;0.0;73.1;73.3;0.0;74.7;85.0;0.0;85.0;37.8
1282;27.1;85.0;85.0;30.3;73.9;85.0;0.0;73.9;85.0;0.0;73.7;72.8;0.0;73.2;85.0;0.0;85.0;38.4
1283;28.2;85.0;85.0;31.0;74.6;85.0;0.8;74.6;85.0;0.0;74.3;72.3;0.0;71.8;85.0;0.0;84.8;38.9
1284;26.7;85.0;85.0;32.7;75.5;85.0;3.2;75.5;85.0;0.0;75.0;71.9;0.0;71.0;85.0;1.3;84.3;39.5
1285;27.0;85.0;85.0;33.0;76.5;85.0;6.7;76.5;85.0;0.0;75.8;71.4;0.0;70.5;85.0;4.4;83.4;40.1
1286;29.9;85.0;85.0;33.0;77.6;85.0;10.0;77.6;85.0;0.0;76.5;71.0;0.0;70.0;85.0;7.5;82.2;40.8
1287;32.3;85.0;85.0;33.0;78.9;85.0;11.1;78.9;85.0;0.0;77.1;70.6;0.0;69.6;85.0;9.2;80.9;41.5
1288;33.0;85.0;85.0;33.0;80.3;85.0;10.3;80.3;85.0;0.0;77.6;70.1;0.5;69.3;85.0;9.8;79.7;42.2
1289;33.0;85.0;85.0;33.0;81.9;85.0;11.6;81.9;85.0;0.0;78.0;69.7;2.9;69.1;85.0;10.0;78.5;43.0
1290;33.0;85.0;85.0;33.0;83.0;85.0;14.9;83.0;85.0;0.0;78.4;69.3;6.5;69.0;85.0;9.9;77.4;43.5
1291;33.0;85.0;85.0;33.0;83.6;85.0;18.5;83.6;85.0;0.0;78.8;68.9;8.1;69.1;85.0;9.9;76.2;43.5
1292;33.0;85.0;85.0;33.0;84.2;85.0;21.2;84.2;85.0;0.0;79.0;68.5;9.1;69.4;85.0;10.0;75.1;43.8
1293;33.0;85.0;85.0;33.0;84.8;85.0;21.4;84.8;85.0;0.0;79.1;68.1;12.1;69.8;85.0;8.2;73.9;44.6
1294;33.0;85.0;85.0;33.0;85.0;85.0;20.4;85.0;85.0;0.0;79.0;67.7;14.4;70.3;85.0;4.8;72.6;45.4
1295;33.0;85.0;85.0;33.0;85.0;85.0;21.2;85.0;85.0;0.0;78.6;67.3;15.2;70.8;85.0;1.5;71.6;46.2
1296;33.0;85.0;85.0;33.0;85.0;85.0;23.2;85.0;85.0;0.0;78.0;66.9;17.0;71.4;85.0;0.0;70.9;47.0
1297;33.0;85.0;85.0;33.0;85.0;85.0;25.1;85.0;85.0;0.0;77.2;66.6;19.8;72.1;85.0;0.0;70.5;47.7
1298;33.0;85.0;85.0;33.0;85.0;85.0;27.1;85.0;85.0;0.0;76.3;66.2;20.4;73.0;85.0;0.0;70.3;48.4
1299;33.0;85.0;85.0;33.0;85.0;85.0;29.0;85.0;85.0;0.0;75.4;65.9;20.6;74.1;85.0;0.0;70.2;49.0
1300;33.0;85.0;85.0;33.0;85.0;85.0;30.7;85.0;85.0;1.2;74.3;65.7;22.5;75.3;85.0;0.0;70.2;49.6
1301;33.0;85.0;85.0;33.0;85.0;85.0;32.2;85.0;85.0;3.9;73.2;65.5;24.6;76.6;85.0;0.0;70.2;50.0
1302;33.0;85.0;85.0;33.0;85.0;85.0;32.2;85.0;85.0;6.9;72.1;65.5;25.3;78.1;85.0;0.0;70.4;50.5
1303;33.0;85.0;85.0;33.0;85.0;85.0;30.7;85.0;85.0;10.3;71.1;65.6;25.0;79.7;85.0;0.0;70.8;50.9
1304;33.0;85.0;85.0;33.0;85.0;85.0;30.0;85.0;85.0;11.6;70.2;65.8;25.4;81.3;85.0;0.0;71.3;51.3
1305;33.0;85.0;85.0;33.0;85.0;85.0;30.4;85.0;85.0;10.7;69.4;66.1;26.6;83.0;85.0;0.0;71.8;51.7
1306;33.0;85.0;85.0;33.0;85.0;85.0;31.2;85.0;85.0;11.5;68.6;66.5;27.9;84.4;85.0;0.0;72.3;52.1
1307;33.0;85.0;85.0;33.0;85.0;85.0;32.1;85.0;85.0;14.2;68.0;67.0;29.2;85.0;85.0;0.0;72.8;52.5
1308;33.0;85.0;85.0;33.0;85.0;85.0;32.8;85.0;85.0;16.7;67.5;67.6;30.5;85.0;85.0;0.0;73.4;52.9
1309;33.0;85.0;85.0;33.0;85.0;85.0;33.0;85.0;85.0;19.1;67.0;68.3;31.8;85.0;85.0;0.0;74.1;53.3
1310;33.0;85.0;85.0;33.0;85.0;85.0;33.0;85.0;85.0;21.1;66.6;69.0;32.1;85.0;85.0;0.0;74.7;53.7
1311;33.0;85.0;85.0;33.0;85.0;85.0;33.0;85.0;85.0;22.5;66.3;69.7;31.5;85.0;85.0;0.0;75.2;54.3
1312;33.0;85.0;85.0;31.7;85.0;85.0;33.0;85.0;85.0;22.2;66.2;70.4;31.7;85.0;85.0;0.0;75.7;54.8
1313;33.0;85.0;85.0;28.7;85.0;85.0;33.0;85.0;85.0;20.9;66.2;71.1;32.5;85.0;85.0;0.0;76.0;55.5
1314;33.0;85.0;85.0;25.4;85.0;85.0;33.0;85.0;85.0;20.8;66.5;71.8;32.9;85.0;85.0;0.0;76.3;56.2
1315;32.9;85.0;85.0;24.0;85.0;85.0;33.0;85.0;85.0;21.7;66.9;72.6;33.0;85.0;85.0;0.1;76.7;56.6
1316;31.0;85.0;85.0;24.0;85.0;85.0;33.0;85.0;85.0;22.6;67.2;73.3;33.0;85.0;85.0;2.1;76.9;56.7
1317;27.4;85.0;85.0;24.0;85.0;84.9;33.0;85.0;84.9;23.5;67.6;74.0;33.0;85.0;85.0;5.7;77.0;56.9
1318;24.8;85.0;85.0;24.0;85.0;84.7;33.0;85.0;84.7;24.4;68.1;74.7;33.0;85.0;85.0;7.8;76.8;57.6
1319;24.0;85.0;85.0;24.0;85.0;84.4;33.0;85.0;84.4;25.3;68.7;75.5;32.5;85.0;85.0;9.0;76.4;58.2
1320;24.0;85.0;85.0;24.3;85.0;84.0;33.0;85.0;84.0;26.2;69.5;76.2;31.8;85.0;85.0;10.1;75.8;59.0
1321;24.0;85.0;85.0;24.2;85.0;83.5;33.0;85.0;83.5;27.2;70.4;77.0;31.7;85.0;85.0;11.1;75.1;59.7
1322;24.0;85.0;85.0;23.8;85.0;83.0;33.0;85.0;83.0;28.1;71.5;77.8;32.1;85.0;85.0;12.9;74.1;60.5
1323;24.2;85.0;85.0;25.7;85.0;82.6;33.0;85.0;82.6;29.0;72.6;78.6;32.7;85.0;85.0;13.6;73.1;61.3
1324;26.2;85.0;85.0;28.3;85.0;82.3;33.0;85.0;82.3;29.9;73.9;79.5;32.7;85.0;85.0;14.5;71.9;62.2
1325;28.5;85.0;85.0;29.0;85.0;81.9;33.0;85.0;81.9;30.8;75.3;80.4;32.4;85.0;85.0;16.7;70.7;63.1
1326;29.0;85.0;85.0;29.0;85.0;81.7;33.0;85.0;81.7;31.6;76.7;81.5;32.6;85.0;85.0;17.3;69.5;63.9
1327;29.0;85.0;85.0;29.0;85.0;81.4;33.0;85.0;81.4;32.5;78.2;82.6;32.9;85.0;85.0;17.2;68.2;64.8
1328;29.0;85.0;85.0;29.0;85.0;81.2;33.0;85.0;81.2;32.9;79.8;83.3;33.0;85.0;85.0;18.4;67.1;65.7
1329;29.0;85.0;85.0;29.0;85.0;81.1;31.5;85.0;81.1;33.0;81.3;83.8;33.0;85.0;85.0;19.4;66.1;66.6
1330;29.0;85.0;85.0;29.0;85.0;81.1;28.1;85.0;81.1;33.0;82.5;84.6;33.0;85.0;85.0;19.1;65.1;67.4
1331;29.0;85.0;85.0;29.0;85.0;81.1;25.2;85.0;81.1;33.0;83.6;85.0;33.0;85.0;85.0;18.9;64.1;68.3
1332;29.0;85.0;85.0;29.0;85.0;81.2;24.0;85.0;81.2;33.0;84.6;85.0;33.0;85.0;85.0;19.8;63.3;69.1
1333;29.0;85.0;85.0;29.0;85.0;81.3;24.0;85.0;81.3;32.8;85.0;85.0;33.0;85.0;85.0;20.7;62.6;70.1
1334;29.0;85.0;85.0;29.0;85.0;81.5;24.0;85.0;81.5;32.0;85.0;85.0;32.6;85.0;85.0;21.7;61.9;71.1
1335;29.0;85.0;85.0;29.0;85.0;81.8;24.0;85.0;81.8;30.9;85.0;85.0;30.4;85.0;85.0;22.7;61.2;72.2
1336;29.0;85.0;85.0;29.0;85.0;82.1;24.0;85.0;82.1;30.7;85.0;85.0;26.9;85.0;85.0;23.6;60.7;72.9
1337;29.0;85.0;85.0;29.0;85.0;82.6;24.1;85.0;82.6;31.3;85.0;85.0;24.6;85.0;85.0;24.5;60.3;73.6
1338;29.0;85.0;85.0;29.0;85.0;83.1;23.7;85.0;83.1;32.2;85.0;85.0;24.0;85.0;85.0;25.3;60.0;74.6
1339;29.0;85.0;85.0;29.0;85.0;83.7;23.2;85.0;83.7;32.8;85.0;85.0;24.0;85.0;85.0;26.1;60.0;75.6
1340;29.0;85.0;85.0;29.0;85.0;84.4;24.4;85.0;84.4;33.0;85.0;85.0;24.0;85.0;85.0;25.7;60.1;76.7
1341;29.0;85.0;85.0;29.0;85.0;84.9;27.0;85.0;84.9;33.0;85.0;85.0;24.0;85.0;85.0;25.0;60.2;77.7
1342;29.0;85.0;85.0;29.0;85.0;85.0;28.7;85.0;85.0;33.0;85.0;85.0;24.0;85.0;85.0;25.2;60.4;78.6
1343;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0;24.6;85.0;85.0;25.7;60.6;79.3
1344;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0;25.8;85.0;85.0;26.3;60.9;79.8
1345;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0;27.3;85.0;85.0;26.9;61.3;80.2
1346;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0;28.5;85.0;85.0;27.5;61.9;80.6
1347;29.0;85.0;85.0;29.6;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0;28.8;85.0;85.0;28.1;62.6;80.9
1348;29.0;85.0;85.0;30.0;85.0;85.0;29.0;85.0;85.0;31.6;85.0;85.0;28.6;85.0;85.0;28.7;63.4;81.2
1349;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;28.4;85.0;85.0;28.8;85.0;85.0;29.3;64.3;81.6
1350;29.3;85.0;85.0;29.8;85.0;85.0;29.0;85.0;85.0;25.3;85.0;85.0;28.9;85.0;85.0;29.9;65.4;81.9
1351;31.3;85.0;85.0;32.8;85.0;85.0;29.0;85.0;85.0;24.0;85.0;85.0;28.9;85.0;85.0;30.5;66.6;82.3
1352;34.5;85.0;85.0;35.9;85.0;85.0;29.0;85.0;85.0;24.0;85.0;85.0;29.0;85.0;85.0;31.0;67.9;82.6
1353;37.6;85.0;85.0;38.9;85.0;85.0;29.0;85.0;85.0;24.0;85.0;85.0;29.0;85.0;85.0;31.7;69.3;82.9
1354;40.0;85.0;85.0;40.6;85.0;85.0;29.0;85.0;85.0;24.0;84.9;85.0;29.0;85.0;85.0;32.4;70.7;83.2
1355;40.9;85.0;85.0;40.9;85.0;85.0;29.0;85.0;85.0;24.0;84.9;85.0;29.0;85.0;85.0;32.3;72.2;83.6
1356;40.9;85.0;85.0;40.9;85.0;85.0;29.0;85.0;85.0;23.7;84.9;85.0;29.0;85.0;85.0;32.0;73.9;83.9
1357;40.9;85.0;85.0;40.9;85.0;85.0;29.0;85.0;85.0;23.0;85.0;85.0;29.0;85.0;85.0;32.6;75.7;84.2
1358;40.9;85.0;85.0;40.9;85.0;85.0;29.0;85.0;85.0;23.1;85.0;85.0;29.0;85.0;85.0;32.9;77.2;84.5
1359;40.9;85.0;85.0;40.9;85.0;85.0;29.0;85.0;85.0;24.4;85.0;85.0;29.0;85.0;85.0;32.8;78.6;84.8
1360;40.9;85.0;85.0;40.9;85.0;85.0;29.0;85.0;85.0;26.1;85.0;85.0;29.0;85.0;85.0;32.9;80.3;85.0
1361;40.9;85.0;85.0;41.4;85.0;85.0;29.0;85.0;85.0;27.9;85.0;85.0;29.0;85.0;85.0;33.0;82.1;85.0
1362;40.9;85.0;85.0;43.3;85.0;85.0;29.0;85.0;85.0;28.9;85.0;85.0;29.0;85.0;85.0;33.0;83.9;85.0
1363;40.9;85.0;85.0;46.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;84.9;85.0
1364;42.2;85.0;85.0;48.4;85.0;85.0;29.2;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0
1365;44.9;85.0;85.0;49.0;85.0;85.0;30.6;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;85.0
1366;45.1;85.0;85.0;47.7;85.0;85.0;32.8;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;33.0;85.0;84.9
1367;43.2;85.0;85.0;48.0;85.0;85.0;34.7;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;31.9;85.0;84.8
1368;43.6;85.0;85.0;49.5;85.0;85.0;36.3;85.0;85.0;29.0;85.0;85.0;29.0;85.0;85.0;29.0;85.0;84.5
1369;46.2;85.0;85.0;50.0;85.0;85.0;37.5;85.0;85.0;29.0;85.0;85.0;28.9;85.0;85.0;25.6;85.0;84.1
